#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
GeoFor_1.0	C13534428	NW_005060132.1	JH745722.1	GPS_002015700.1
GeoFor_1.0	C13534432	NW_005060134.1	JH745724.1	GPS_002015702.1
GeoFor_1.0	C13534458	NW_005060133.1	JH745723.1	GPS_002015701.1
GeoFor_1.0	C13534484	NW_005060135.1	JH745725.1	GPS_002015703.1
GeoFor_1.0	C13534594	NW_005060131.1	JH745721.1	GPS_002015699.1
GeoFor_1.0	C13534726	NW_005060130.1	JH745720.1	GPS_002015698.1
GeoFor_1.0	C13534808	NW_005060129.1	JH745719.1	GPS_002015697.1
GeoFor_1.0	C13534860	NW_005060127.1	JH745717.1	GPS_002015695.1
GeoFor_1.0	C13534946	NW_005060125.1	JH745715.1	GPS_002015693.1
GeoFor_1.0	C13535042	NW_005060126.1	JH745716.1	GPS_002015694.1
GeoFor_1.0	C13535044	NW_005060124.1	JH745714.1	GPS_002015692.1
GeoFor_1.0	C13535058	NW_005060128.1	JH745718.1	GPS_002015696.1
GeoFor_1.0	C13535150	NW_005060122.1	JH745712.1	GPS_002015690.1
GeoFor_1.0	C13535156	NW_005060118.1	JH745708.1	GPS_002015686.1
GeoFor_1.0	C13535262	NW_005060120.1	JH745710.1	GPS_002015688.1
GeoFor_1.0	C13535304	NW_005060121.1	JH745711.1	GPS_002015689.1
GeoFor_1.0	C13535310	NW_005060117.1	JH745707.1	GPS_002015685.1
GeoFor_1.0	C13535448	NW_005060111.1	JH745701.1	GPS_002015679.1
GeoFor_1.0	C13535476	NW_005060112.1	JH745702.1	GPS_002015680.1
GeoFor_1.0	C13535544	NW_005060115.1	JH745705.1	GPS_002015683.1
GeoFor_1.0	C13535588	NW_005060113.1	JH745703.1	GPS_002015681.1
GeoFor_1.0	C13535618	NW_005060114.1	JH745704.1	GPS_002015682.1
GeoFor_1.0	C13535652	NW_005060116.1	JH745706.1	GPS_002015684.1
GeoFor_1.0	C13535682	NW_005060106.1	JH745696.1	GPS_002015674.1
GeoFor_1.0	C13535870	NW_005060103.1	JH745693.1	GPS_002015671.1
GeoFor_1.0	C13535902	NW_005060107.1	JH745697.1	GPS_002015675.1
GeoFor_1.0	C13535916	NW_005060108.1	JH745698.1	GPS_002015676.1
GeoFor_1.0	C13535944	NW_005060109.1	JH745699.1	GPS_002015677.1
GeoFor_1.0	C13535952	NW_005060104.1	JH745694.1	GPS_002015672.1
GeoFor_1.0	C13536138	NW_005060102.1	JH745692.1	GPS_002015670.1
GeoFor_1.0	C13536218	NW_005060101.1	JH745691.1	GPS_002015669.1
GeoFor_1.0	C13536224	NW_005060099.1	JH745689.1	GPS_002015667.1
GeoFor_1.0	C13536338	NW_005060097.1	JH745687.1	GPS_002015665.1
GeoFor_1.0	C13536494	NW_005060098.1	JH745688.1	GPS_002015666.1
GeoFor_1.0	C13536498	NW_005060094.1	JH745684.1	GPS_002015662.1
GeoFor_1.0	C13536544	NW_005060095.1	JH745685.1	GPS_002015663.1
GeoFor_1.0	C13536552	NW_005060096.1	JH745686.1	GPS_002015664.1
GeoFor_1.0	C13536756	NW_005060092.1	JH745682.1	GPS_002015660.1
GeoFor_1.0	C13536788	NW_005060093.1	JH745683.1	GPS_002015661.1
GeoFor_1.0	C13536806	NW_005060091.1	JH745681.1	GPS_002015659.1
GeoFor_1.0	C13536808	NW_005060090.1	JH745680.1	GPS_002015658.1
GeoFor_1.0	C13536928	NW_005060087.1	JH745677.1	GPS_002015655.1
GeoFor_1.0	C13537042	NW_005060086.1	JH745676.1	GPS_002015654.1
GeoFor_1.0	C13537078	NW_005060088.1	JH745678.1	GPS_002015656.1
GeoFor_1.0	C13537276	NW_005060080.1	JH745670.1	GPS_002015648.1
GeoFor_1.0	C13537342	NW_005060081.1	JH745671.1	GPS_002015649.1
GeoFor_1.0	C13537366	NW_005060084.1	JH745674.1	GPS_002015652.1
GeoFor_1.0	C13537370	NW_005060085.1	JH745675.1	GPS_002015653.1
GeoFor_1.0	C13537378	NW_005060083.1	JH745673.1	GPS_002015651.1
GeoFor_1.0	C13537396	NW_005060082.1	JH745672.1	GPS_002015650.1
GeoFor_1.0	C13537456	NW_005060075.1	JH745665.1	GPS_002015643.1
GeoFor_1.0	C13537484	NW_005060079.1	JH745669.1	GPS_002015647.1
GeoFor_1.0	C13537524	NW_005060076.1	JH745666.1	GPS_002015644.1
GeoFor_1.0	C13537604	NW_005060077.1	JH745667.1	GPS_002015645.1
GeoFor_1.0	C13537618	NW_005060074.1	JH745664.1	GPS_002015642.1
GeoFor_1.0	C13537700	NW_005060078.1	JH745668.1	GPS_002015646.1
GeoFor_1.0	C13538034	NW_005060067.1	JH745657.1	GPS_002015635.1
GeoFor_1.0	C13538150	NW_005060068.1	JH745658.1	GPS_002015636.1
GeoFor_1.0	C13538200	NW_005060072.1	JH745662.1	GPS_002015640.1
GeoFor_1.0	C13538242	NW_005060069.1	JH745659.1	GPS_002015637.1
GeoFor_1.0	C13538256	NW_005060070.1	JH745660.1	GPS_002015638.1
GeoFor_1.0	C13538300	NW_005060066.1	JH745656.1	GPS_002015634.1
GeoFor_1.0	C13538310	NW_005060073.1	JH745663.1	GPS_002015641.1
GeoFor_1.0	C13538374	NW_005060065.1	JH745655.1	GPS_002015633.1
GeoFor_1.0	C13538556	NW_005060064.1	JH745654.1	GPS_002015632.1
GeoFor_1.0	C13538742	NW_005060063.1	JH745653.1	GPS_002015631.1
GeoFor_1.0	C13538790	NW_005060062.1	JH745652.1	GPS_002015630.1
GeoFor_1.0	C13538922	NW_005060060.1	JH745650.1	GPS_002015628.1
GeoFor_1.0	C13538956	NW_005060058.1	JH745648.1	GPS_002015626.1
GeoFor_1.0	C13538974	NW_005060059.1	JH745649.1	GPS_002015627.1
GeoFor_1.0	C13538986	NW_005060061.1	JH745651.1	GPS_002015629.1
GeoFor_1.0	C13539030	NW_005060057.1	JH745647.1	GPS_002015625.1
GeoFor_1.0	C13539194	NW_005060056.1	JH745646.1	GPS_002015624.1
GeoFor_1.0	C13539252	NW_005060054.1	JH745644.1	GPS_002015622.1
GeoFor_1.0	C13539380	NW_005060055.1	JH745645.1	GPS_002015623.1
GeoFor_1.0	C13539434	NW_005060053.1	JH745643.1	GPS_002015621.1
GeoFor_1.0	C13539480	NW_005060050.1	JH745640.1	GPS_002015618.1
GeoFor_1.0	C13539600	NW_005060049.1	JH745639.1	GPS_002015617.1
GeoFor_1.0	C13539610	NW_005060048.1	JH745638.1	GPS_002015616.1
GeoFor_1.0	C13539636	NW_005060051.1	JH745641.1	GPS_002015619.1
GeoFor_1.0	C13539706	NW_005060052.1	JH745642.1	GPS_002015620.1
GeoFor_1.0	C13539762	NW_005060047.1	JH745637.1	GPS_002015615.1
GeoFor_1.0	C13539902	NW_005060046.1	JH745636.1	GPS_002015614.1
GeoFor_1.0	C13539984	NW_005060045.1	JH745635.1	GPS_002015613.1
GeoFor_1.0	C13540038	NW_005060035.1	JH745625.1	GPS_002015603.1
GeoFor_1.0	C13540070	NW_005060040.1	JH745630.1	GPS_002015608.1
GeoFor_1.0	C13540092	NW_005060041.1	JH745631.1	GPS_002015609.1
GeoFor_1.0	C13540118	NW_005060043.1	JH745633.1	GPS_002015611.1
GeoFor_1.0	C13540140	NW_005060038.1	JH745628.1	GPS_002015606.1
GeoFor_1.0	C13540156	NW_005060036.1	JH745626.1	GPS_002015604.1
GeoFor_1.0	C13540158	NW_005060042.1	JH745632.1	GPS_002015610.1
GeoFor_1.0	C13540230	NW_005060037.1	JH745627.1	GPS_002015605.1
GeoFor_1.0	C13540294	NW_005060039.1	JH745629.1	GPS_002015607.1
GeoFor_1.0	C13540352	NW_005060034.1	JH745624.1	GPS_002015602.1
GeoFor_1.0	C13540406	NW_005060030.1	JH745620.1	GPS_002015598.1
GeoFor_1.0	C13540482	NW_005060033.1	JH745623.1	GPS_002015601.1
GeoFor_1.0	C13540524	NW_005060032.1	JH745622.1	GPS_002015600.1
GeoFor_1.0	C13540606	NW_005060031.1	JH745621.1	GPS_002015599.1
GeoFor_1.0	C13540746	NW_005060027.1	JH745617.1	GPS_002015595.1
GeoFor_1.0	C13540906	NW_005060029.1	JH745619.1	GPS_002015597.1
GeoFor_1.0	C13540942	NW_005060026.1	JH745616.1	GPS_002015594.1
GeoFor_1.0	C13540962	NW_005060021.1	JH745611.1	GPS_002015589.1
GeoFor_1.0	C13540974	NW_005060020.1	JH745610.1	GPS_002015588.1
GeoFor_1.0	C13541024	NW_005060022.1	JH745612.1	GPS_002015590.1
GeoFor_1.0	C13541086	NW_005060024.1	JH745614.1	GPS_002015592.1
GeoFor_1.0	C13541114	NW_005060025.1	JH745615.1	GPS_002015593.1
GeoFor_1.0	C13541200	NW_005060023.1	JH745613.1	GPS_002015591.1
GeoFor_1.0	C13541218	NW_005060019.1	JH745609.1	GPS_002015587.1
GeoFor_1.0	C13541304	NW_005060016.1	JH745606.1	GPS_002015584.1
GeoFor_1.0	C13541378	NW_005060018.1	JH745608.1	GPS_002015586.1
GeoFor_1.0	C13541600	NW_005060014.1	JH745604.1	GPS_002015582.1
GeoFor_1.0	C13541624	NW_005060013.1	JH745603.1	GPS_002015581.1
GeoFor_1.0	C13541740	NW_005060011.1	JH745601.1	GPS_002015579.1
GeoFor_1.0	C13541768	NW_005060015.1	JH745605.1	GPS_002015583.1
GeoFor_1.0	C13541802	NW_005060012.1	JH745602.1	GPS_002015580.1
GeoFor_1.0	C13541870	NW_005060006.1	JH745596.1	GPS_002015574.1
GeoFor_1.0	C13541914	NW_005060007.1	JH745597.1	GPS_002015575.1
GeoFor_1.0	C13541970	NW_005060009.1	JH745599.1	GPS_002015577.1
GeoFor_1.0	C13542006	NW_005060010.1	JH745600.1	GPS_002015578.1
GeoFor_1.0	C13542090	NW_005060008.1	JH745598.1	GPS_002015576.1
GeoFor_1.0	C13542196	NW_005060005.1	JH745595.1	GPS_002015573.1
GeoFor_1.0	C13542228	NW_005060004.1	JH745594.1	GPS_002015572.1
GeoFor_1.0	C13542378	NW_005060000.1	JH745590.1	GPS_002015568.1
GeoFor_1.0	C13542432	NW_005060003.1	JH745593.1	GPS_002015571.1
GeoFor_1.0	C13542482	NW_005060001.1	JH745591.1	GPS_002015569.1
GeoFor_1.0	C13542486	NW_005060002.1	JH745592.1	GPS_002015570.1
GeoFor_1.0	C13542532	NW_005059997.1	JH745587.1	GPS_002015565.1
GeoFor_1.0	C13542698	NW_005059995.1	JH745585.1	GPS_002015563.1
GeoFor_1.0	C13542714	NW_005059996.1	JH745586.1	GPS_002015564.1
GeoFor_1.0	C13542792	NW_005059998.1	JH745588.1	GPS_002015566.1
GeoFor_1.0	C13542832	NW_005059988.1	JH745578.1	GPS_002015556.1
GeoFor_1.0	C13542838	NW_005059990.1	JH745580.1	GPS_002015558.1
GeoFor_1.0	C13542882	NW_005059994.1	JH745584.1	GPS_002015562.1
GeoFor_1.0	C13542932	NW_005059991.1	JH745581.1	GPS_002015559.1
GeoFor_1.0	C13542954	NW_005059993.1	JH745583.1	GPS_002015561.1
GeoFor_1.0	C13542990	NW_005059989.1	JH745579.1	GPS_002015557.1
GeoFor_1.0	C13543046	NW_005059992.1	JH745582.1	GPS_002015560.1
GeoFor_1.0	C13543156	NW_005059985.1	JH745575.1	GPS_002015553.1
GeoFor_1.0	C13543180	NW_005059986.1	JH745576.1	GPS_002015554.1
GeoFor_1.0	C13543196	NW_005059984.1	JH745574.1	GPS_002015552.1
GeoFor_1.0	C13543400	NW_005059977.1	JH745567.1	GPS_002015545.1
GeoFor_1.0	C13543510	NW_005059982.1	JH745572.1	GPS_002015550.1
GeoFor_1.0	C13543530	NW_005059979.1	JH745569.1	GPS_002015547.1
GeoFor_1.0	C13543586	NW_005059978.1	JH745568.1	GPS_002015546.1
GeoFor_1.0	C13543630	NW_005059981.1	JH745571.1	GPS_002015549.1
GeoFor_1.0	C13543640	NW_005059980.1	JH745570.1	GPS_002015548.1
GeoFor_1.0	C13543650	NW_005059983.1	JH745573.1	GPS_002015551.1
GeoFor_1.0	C13544082	NW_005059969.1	JH745559.1	GPS_002015537.1
GeoFor_1.0	C13544084	NW_005059972.1	JH745562.1	GPS_002015540.1
GeoFor_1.0	C13544144	NW_005059973.1	JH745563.1	GPS_002015541.1
GeoFor_1.0	C13544146	NW_005059974.1	JH745564.1	GPS_002015542.1
GeoFor_1.0	C13544202	NW_005059970.1	JH745560.1	GPS_002015538.1
GeoFor_1.0	C13544252	NW_005059971.1	JH745561.1	GPS_002015539.1
GeoFor_1.0	C13544268	NW_005059975.1	JH745565.1	GPS_002015543.1
GeoFor_1.0	C13544312	NW_005059964.1	JH745554.1	GPS_002015532.1
GeoFor_1.0	C13544352	NW_005059966.1	JH745556.1	GPS_002015534.1
GeoFor_1.0	C13544384	NW_005059968.1	JH745558.1	GPS_002015536.1
GeoFor_1.0	C13544518	NW_005059965.1	JH745555.1	GPS_002015533.1
GeoFor_1.0	C13544526	NW_005059967.1	JH745557.1	GPS_002015535.1
GeoFor_1.0	C13544860	NW_005059963.1	JH745553.1	GPS_002015531.1
GeoFor_1.0	C13544934	NW_005059961.1	JH745551.1	GPS_002015529.1
GeoFor_1.0	C13545208	NW_005059958.1	JH745548.1	GPS_002015526.1
GeoFor_1.0	C13545280	NW_005059959.1	JH745549.1	GPS_002015527.1
GeoFor_1.0	C13545398	NW_005059960.1	JH745550.1	GPS_002015528.1
GeoFor_1.0	C13545418	NW_005059957.1	JH745547.1	GPS_002015525.1
GeoFor_1.0	C13545496	NW_005059955.1	JH745545.1	GPS_002015523.1
GeoFor_1.0	C13545530	NW_005059953.1	JH745543.1	GPS_002015521.1
GeoFor_1.0	C13545582	NW_005059952.1	JH745542.1	GPS_002015520.1
GeoFor_1.0	C13545606	NW_005059954.1	JH745544.1	GPS_002015522.1
GeoFor_1.0	C13545626	NW_005059951.1	JH745541.1	GPS_002015519.1
GeoFor_1.0	C13545678	NW_005059956.1	JH745546.1	GPS_002015524.1
GeoFor_1.0	C13545902	NW_005059949.1	JH745539.1	GPS_002015517.1
GeoFor_1.0	C13545964	NW_005059948.1	JH745538.1	GPS_002015516.1
GeoFor_1.0	C13546020	NW_005059950.1	JH745540.1	GPS_002015518.1
GeoFor_1.0	C13546068	NW_005059946.1	JH745536.1	GPS_002015514.1
GeoFor_1.0	C13546370	NW_005059947.1	JH745537.1	GPS_002015515.1
GeoFor_1.0	C13546414	NW_005059944.1	JH745534.1	GPS_002015512.1
GeoFor_1.0	C13546578	NW_005059945.1	JH745535.1	GPS_002015513.1
GeoFor_1.0	C13546676	NW_005059943.1	JH745533.1	GPS_002015511.1
GeoFor_1.0	C13546838	NW_005059942.1	JH745532.1	GPS_002015510.1
GeoFor_1.0	C13547166	NW_005059941.1	JH745531.1	GPS_002015509.1
GeoFor_1.0	C13547194	NW_005059939.1	JH745529.1	GPS_002015507.1
GeoFor_1.0	C13547252	NW_005059940.1	JH745530.1	GPS_002015508.1
GeoFor_1.0	C13547398	NW_005059937.1	JH745527.1	GPS_002015505.1
GeoFor_1.0	C13547472	NW_005059935.1	JH745525.1	GPS_002015503.1
GeoFor_1.0	C13547476	NW_005059934.1	JH745524.1	GPS_002015502.1
GeoFor_1.0	C13547566	NW_005059938.1	JH745528.1	GPS_002015506.1
GeoFor_1.0	C13547618	NW_005059933.1	JH745523.1	GPS_002015501.1
GeoFor_1.0	C13547836	NW_005059932.1	JH745522.1	GPS_002015500.1
GeoFor_1.0	C13547924	NW_005059928.1	JH745518.1	GPS_002015496.1
GeoFor_1.0	C13548096	NW_005059930.1	JH745520.1	GPS_002015498.1
GeoFor_1.0	C13548098	NW_005059925.1	JH745515.1	GPS_002015493.1
GeoFor_1.0	C13548112	NW_005059929.1	JH745519.1	GPS_002015497.1
GeoFor_1.0	C13548114	NW_005059931.1	JH745521.1	GPS_002015499.1
GeoFor_1.0	C13548148	NW_005059926.1	JH745516.1	GPS_002015494.1
GeoFor_1.0	C13548158	NW_005059927.1	JH745517.1	GPS_002015495.1
GeoFor_1.0	C13548190	NW_005059921.1	JH745511.1	GPS_002015489.1
GeoFor_1.0	C13548392	NW_005059924.1	JH745514.1	GPS_002015492.1
GeoFor_1.0	C13548552	NW_005059917.1	JH745507.1	GPS_002015485.1
GeoFor_1.0	C13548554	NW_005059920.1	JH745510.1	GPS_002015488.1
GeoFor_1.0	C13548596	NW_005059919.1	JH745509.1	GPS_002015487.1
GeoFor_1.0	C13548670	NW_005059918.1	JH745508.1	GPS_002015486.1
GeoFor_1.0	C13548690	NW_005059916.1	JH745506.1	GPS_002015484.1
GeoFor_1.0	C13548714	NW_005059915.1	JH745505.1	GPS_002015483.1
GeoFor_1.0	C13548744	NW_005059910.1	JH745500.1	GPS_002015478.1
GeoFor_1.0	C13548926	NW_005059909.1	JH745499.1	GPS_002015477.1
GeoFor_1.0	C13548936	NW_005059914.1	JH745504.1	GPS_002015482.1
GeoFor_1.0	C13548950	NW_005059912.1	JH745502.1	GPS_002015480.1
GeoFor_1.0	C13549034	NW_005059913.1	JH745503.1	GPS_002015481.1
GeoFor_1.0	C13549076	NW_005059906.1	JH745496.1	GPS_002015474.1
GeoFor_1.0	C13549096	NW_005059905.1	JH745495.1	GPS_002015473.1
GeoFor_1.0	C13549130	NW_005059908.1	JH745498.1	GPS_002015476.1
GeoFor_1.0	C13549292	NW_005059904.1	JH745494.1	GPS_002015472.1
GeoFor_1.0	C13549300	NW_005059907.1	JH745497.1	GPS_002015475.1
GeoFor_1.0	C13549370	NW_005059901.1	JH745491.1	GPS_002015469.1
GeoFor_1.0	C13549380	NW_005059902.1	JH745492.1	GPS_002015470.1
GeoFor_1.0	C13549570	NW_005059900.1	JH745490.1	GPS_002015468.1
GeoFor_1.0	C13549578	NW_005059903.1	JH745493.1	GPS_002015471.1
GeoFor_1.0	C13549650	NW_005059895.1	JH745485.1	GPS_002015463.1
GeoFor_1.0	C13549752	NW_005059899.1	JH745489.1	GPS_002015467.1
GeoFor_1.0	C13549796	NW_005059897.1	JH745487.1	GPS_002015465.1
GeoFor_1.0	C13549798	NW_005059896.1	JH745486.1	GPS_002015464.1
GeoFor_1.0	C13550004	NW_005059893.1	JH745483.1	GPS_002015461.1
GeoFor_1.0	C13550044	NW_005059890.1	JH745480.1	GPS_002015458.1
GeoFor_1.0	C13550130	NW_005059888.1	JH745478.1	GPS_002015456.1
GeoFor_1.0	C13550136	NW_005059891.1	JH745481.1	GPS_002015459.1
GeoFor_1.0	C13550208	NW_005059894.1	JH745484.1	GPS_002015462.1
GeoFor_1.0	C13550216	NW_005059892.1	JH745482.1	GPS_002015460.1
GeoFor_1.0	C13550240	NW_005059889.1	JH745479.1	GPS_002015457.1
GeoFor_1.0	C13550314	NW_005059885.1	JH745475.1	GPS_002015453.1
GeoFor_1.0	C13550340	NW_005059882.1	JH745472.1	GPS_002015450.1
GeoFor_1.0	C13550368	NW_005059883.1	JH745473.1	GPS_002015451.1
GeoFor_1.0	C13550414	NW_005059886.1	JH745476.1	GPS_002015454.1
GeoFor_1.0	C13550482	NW_005059881.1	JH745471.1	GPS_002015449.1
GeoFor_1.0	C13550624	NW_005059879.1	JH745469.1	GPS_002015447.1
GeoFor_1.0	C13550650	NW_005059880.1	JH745470.1	GPS_002015448.1
GeoFor_1.0	C13550786	NW_005059878.1	JH745468.1	GPS_002015446.1
GeoFor_1.0	C13550884	NW_005059875.1	JH745465.1	GPS_002015443.1
GeoFor_1.0	C13550900	NW_005059877.1	JH745467.1	GPS_002015445.1
GeoFor_1.0	C13550932	NW_005059876.1	JH745466.1	GPS_002015444.1
GeoFor_1.0	C13551012	NW_005059874.1	JH745464.1	GPS_002015442.1
GeoFor_1.0	C13551112	NW_005059869.1	JH745459.1	GPS_002015437.1
GeoFor_1.0	C13551194	NW_005059873.1	JH745463.1	GPS_002015441.1
GeoFor_1.0	C13551264	NW_005059871.1	JH745461.1	GPS_002015439.1
GeoFor_1.0	C13551268	NW_005059870.1	JH745460.1	GPS_002015438.1
GeoFor_1.0	C13551320	NW_005059872.1	JH745462.1	GPS_002015440.1
GeoFor_1.0	C13551416	NW_005059862.1	JH745452.1	GPS_002015430.1
GeoFor_1.0	C13551418	NW_005059867.1	JH745457.1	GPS_002015435.1
GeoFor_1.0	C13551420	NW_005059863.1	JH745453.1	GPS_002015431.1
GeoFor_1.0	C13551436	NW_005059865.1	JH745455.1	GPS_002015433.1
GeoFor_1.0	C13551468	NW_005059868.1	JH745458.1	GPS_002015436.1
GeoFor_1.0	C13551536	NW_005059866.1	JH745456.1	GPS_002015434.1
GeoFor_1.0	C13551576	NW_005059864.1	JH745454.1	GPS_002015432.1
GeoFor_1.0	C13551962	NW_005059860.1	JH745450.1	GPS_002015428.1
GeoFor_1.0	C13552010	NW_005059861.1	JH745451.1	GPS_002015429.1
GeoFor_1.0	C13552092	NW_005059859.1	JH745449.1	GPS_002015427.1
GeoFor_1.0	C13552320	NW_005059857.1	JH745447.1	GPS_002015425.1
GeoFor_1.0	C13552366	NW_005059858.1	JH745448.1	GPS_002015426.1
GeoFor_1.0	C13552578	NW_005059856.1	JH745446.1	GPS_002015424.1
GeoFor_1.0	C13552666	NW_005059853.1	JH745443.1	GPS_002015421.1
GeoFor_1.0	C13552720	NW_005059855.1	JH745445.1	GPS_002015423.1
GeoFor_1.0	C13552734	NW_005059854.1	JH745444.1	GPS_002015422.1
GeoFor_1.0	C13552782	NW_005059851.1	JH745441.1	GPS_002015419.1
GeoFor_1.0	C13552828	NW_005059852.1	JH745442.1	GPS_002015420.1
GeoFor_1.0	C13552908	NW_005059849.1	JH745439.1	GPS_002015417.1
GeoFor_1.0	C13552946	NW_005059850.1	JH745440.1	GPS_002015418.1
GeoFor_1.0	C13553104	NW_005059844.1	JH745434.1	GPS_002015412.1
GeoFor_1.0	C13553224	NW_005059845.1	JH745435.1	GPS_002015413.1
GeoFor_1.0	C13553228	NW_005059848.1	JH745438.1	GPS_002015416.1
GeoFor_1.0	C13553248	NW_005059846.1	JH745436.1	GPS_002015414.1
GeoFor_1.0	C13553260	NW_005059847.1	JH745437.1	GPS_002015415.1
GeoFor_1.0	C13553430	NW_005059841.1	JH745431.1	GPS_002015409.1
GeoFor_1.0	C13553486	NW_005059843.1	JH745433.1	GPS_002015411.1
GeoFor_1.0	C13553518	NW_005059842.1	JH745432.1	GPS_002015410.1
GeoFor_1.0	C13553568	NW_005059840.1	JH745430.1	GPS_002015408.1
GeoFor_1.0	C13553642	NW_005059838.1	JH745428.1	GPS_002015406.1
GeoFor_1.0	C13553814	NW_005059839.1	JH745429.1	GPS_002015407.1
GeoFor_1.0	C13554110	NW_005059835.1	JH745425.1	GPS_002015403.1
GeoFor_1.0	C13554154	NW_005059832.1	JH745422.1	GPS_002015400.1
GeoFor_1.0	C13554178	NW_005059836.1	JH745426.1	GPS_002015404.1
GeoFor_1.0	C13554212	NW_005059833.1	JH745423.1	GPS_002015401.1
GeoFor_1.0	C13554224	NW_005059834.1	JH745424.1	GPS_002015402.1
GeoFor_1.0	C13554306	NW_005059829.1	JH745419.1	GPS_002015397.1
GeoFor_1.0	C13554328	NW_005059830.1	JH745420.1	GPS_002015398.1
GeoFor_1.0	C13554506	NW_005059828.1	JH745418.1	GPS_002015396.1
GeoFor_1.0	C13554580	NW_005059825.1	JH745415.1	GPS_002015393.1
GeoFor_1.0	C13554664	NW_005059826.1	JH745416.1	GPS_002015394.1
GeoFor_1.0	C13554672	NW_005059827.1	JH745417.1	GPS_002015395.1
GeoFor_1.0	C13554776	NW_005059824.1	JH745414.1	GPS_002015392.1
GeoFor_1.0	C13554864	NW_005059821.1	JH745411.1	GPS_002015389.1
GeoFor_1.0	C13555026	NW_005059822.1	JH745412.1	GPS_002015390.1
GeoFor_1.0	C13555058	NW_005059823.1	JH745413.1	GPS_002015391.1
GeoFor_1.0	C13555254	NW_005059820.1	JH745410.1	GPS_002015388.1
GeoFor_1.0	C13555256	NW_005059817.1	JH745407.1	GPS_002015385.1
GeoFor_1.0	C13555276	NW_005059816.1	JH745406.1	GPS_002015384.1
GeoFor_1.0	C13555340	NW_005059814.1	JH745404.1	GPS_002015382.1
GeoFor_1.0	C13555576	NW_005059813.1	JH745403.1	GPS_002015381.1
GeoFor_1.0	C13555620	NW_005059807.1	JH745397.1	GPS_002015375.1
GeoFor_1.0	C13555654	NW_005059810.1	JH745400.1	GPS_002015378.1
GeoFor_1.0	C13555662	NW_005059809.1	JH745399.1	GPS_002015377.1
GeoFor_1.0	C13555700	NW_005059806.1	JH745396.1	GPS_002015374.1
GeoFor_1.0	C13555732	NW_005059808.1	JH745398.1	GPS_002015376.1
GeoFor_1.0	C13555758	NW_005059811.1	JH745401.1	GPS_002015379.1
GeoFor_1.0	C13555824	NW_005059804.1	JH745394.1	GPS_002015372.1
GeoFor_1.0	C13555866	NW_005059805.1	JH745395.1	GPS_002015373.1
GeoFor_1.0	C13555878	NW_005059812.1	JH745402.1	GPS_002015380.1
GeoFor_1.0	C13555974	NW_005059801.1	JH745391.1	GPS_002015369.1
GeoFor_1.0	C13556014	NW_005059802.1	JH745392.1	GPS_002015370.1
GeoFor_1.0	C13556148	NW_005059803.1	JH745393.1	GPS_002015371.1
GeoFor_1.0	C13556422	NW_005059800.1	JH745390.1	GPS_002015368.1
GeoFor_1.0	C13556448	NW_005059799.1	JH745389.1	GPS_002015367.1
GeoFor_1.0	C13556544	NW_005059796.1	JH745386.1	GPS_002015364.1
GeoFor_1.0	C13556626	NW_005059798.1	JH745388.1	GPS_002015366.1
GeoFor_1.0	C13556636	NW_005059795.1	JH745385.1	GPS_002015363.1
GeoFor_1.0	C13556676	NW_005059797.1	JH745387.1	GPS_002015365.1
GeoFor_1.0	C13556738	NW_005059793.1	JH745383.1	GPS_002015361.1
GeoFor_1.0	C13556788	NW_005059791.1	JH745381.1	GPS_002015359.1
GeoFor_1.0	C13556986	NW_005059790.1	JH745380.1	GPS_002015358.1
GeoFor_1.0	C13556988	NW_005059792.1	JH745382.1	GPS_002015360.1
GeoFor_1.0	C13556992	NW_005059794.1	JH745384.1	GPS_002015362.1
GeoFor_1.0	C13557172	NW_005059788.1	JH745378.1	GPS_002015356.1
GeoFor_1.0	C13557206	NW_005059789.1	JH745379.1	GPS_002015357.1
GeoFor_1.0	C13557212	NW_005059785.1	JH745375.1	GPS_002015353.1
GeoFor_1.0	C13557234	NW_005059786.1	JH745376.1	GPS_002015354.1
GeoFor_1.0	C13557282	NW_005059787.1	JH745377.1	GPS_002015355.1
GeoFor_1.0	C13557344	NW_005059780.1	JH745370.1	GPS_002015348.1
GeoFor_1.0	C13557368	NW_005059781.1	JH745371.1	GPS_002015349.1
GeoFor_1.0	C13557402	NW_005059784.1	JH745374.1	GPS_002015352.1
GeoFor_1.0	C13557522	NW_005059783.1	JH745373.1	GPS_002015351.1
GeoFor_1.0	C13557644	NW_005059777.1	JH745367.1	GPS_002015345.1
GeoFor_1.0	C13557816	NW_005059776.1	JH745366.1	GPS_002015344.1
GeoFor_1.0	C13557826	NW_005059778.1	JH745368.1	GPS_002015346.1
GeoFor_1.0	C13557948	NW_005059775.1	JH745365.1	GPS_002015343.1
GeoFor_1.0	C13558394	NW_005059774.1	JH745364.1	GPS_002015342.1
GeoFor_1.0	C13558526	NW_005059769.1	JH745359.1	GPS_002015337.1
GeoFor_1.0	C13558534	NW_005059771.1	JH745361.1	GPS_002015339.1
GeoFor_1.0	C13558556	NW_005059772.1	JH745362.1	GPS_002015340.1
GeoFor_1.0	C13558628	NW_005059770.1	JH745360.1	GPS_002015338.1
GeoFor_1.0	C13558646	NW_005059773.1	JH745363.1	GPS_002015341.1
GeoFor_1.0	C13558868	NW_005059767.1	JH745357.1	GPS_002015335.1
